id,title,url,source,tags,uploaded_at,location_id,latitude,longitude,owner_id,geom,profile_url
54303615598,Warning Cliff Area,https://live.staticflickr.com/65535/54303615598_0460043b5f.jpg,API,[],2025-02-03 11:35:26.166974,,39.54008,-82.57572,39684088@N00,0101000020E6100000CDE9B298D8A454C0A29C685721C54340,
54303458295,Path to Shared Courtyard,https://live.staticflickr.com/65535/54303458295_afe9a5cfbb.jpg,API,[],2025-02-03 11:35:26.166974,,62.575475,11.389419,89165847@N00,0101000020E6100000CEE15AED61C726403255302AA9494F40,
54302099087,West End Tram Stop 04,https://live.staticflickr.com/65535/54302099087_b4f4ba5d6e.jpg,API,[],2025-02-03 11:35:26.166974,,55.948647,-3.211644,7512717@N06,0101000020E61000003128D36872B109C06939D0436DF94B40,
54302454906,KMB Alexander Dennis Enviro500 EV 12m (ADL bodywork),https://live.staticflickr.com/65535/54302454906_48e0f9280c.jpg,API,[],2025-02-03 11:35:26.166974,,22.324055,114.168376,134186440@N02,0101000020E61000009A5B21ACC68A5C40F41ABB44F5523640,
54302365336,20250112_Birdbuddy,https://live.staticflickr.com/65535/54302365336_fb8d181222.jpg,API,[],2025-02-03 11:35:26.166974,,48.248483,16.442456,25507134@N00,0101000020E610000042EBE1CB44713040554E7B4ACE1F4840,
54302094186,Lost in Time,https://live.staticflickr.com/65535/54302094186_fc9de1c91b.jpg,API,[],2025-02-03 11:35:26.166974,,53.959841,-1.118364,82887550@N00,0101000020E6100000416150A6D1E4F1BF122EE411DCFA4A40,
54302493020,Traditional male costume 022,https://live.staticflickr.com/65535/54302493020_22884e4e94.jpg,API,[],2025-02-03 11:35:26.166974,,47.511516,19.080758,101240316@N03,0101000020E6100000EFE3688EAC143340BCB0355B79C14740,
54302017316,IMG_9864,https://live.staticflickr.com/65535/54302017316_39b05c646b.jpg,API,[],2025-02-03 11:35:26.166974,,25.044894,121.504469,9180755@N03,0101000020E61000002236583849605E4060C9552C7E0B3940,
54302109703,Death Road,https://live.staticflickr.com/65535/54302109703_10f5074589.jpg,API,[],2025-02-03 11:35:26.166974,,-16.286157,-67.805986,64017146@N03,0101000020E61000002BC24D4695F350C07F85CC95414930C0,
4264405993593776,Mapillary Photo 4264405993593776,https://scontent.flis8-1.fna.fbcdn.net/m1/v/t6/An8hs9CiSqHHHSlmqNnw_WycVqhyCjqTwdop9n-kuI9hTItVd0nPnVLRnMlE2CnN_VO8hDPzyMX5SmuNgXAFTIUPz89iUv1IyL-rhsUgQWQQMRyN3BDalko1tpu-IFZ5tVX3ORkuNUPzyIW6G0g9UQ?ccb=10-5&oh=00_AYBIjLDg2weawXhTph6OusTZ5qw675UDcPL4GB24ZpIG7g&oe=67CB68BE&_nc_sid=201bca,API,[],2025-02-05 22:00:10.962625,87,6.6563143337853,-1.6283077314026,103903791851463,0101000020E61000007F2B63688C0DFABFFC035EDD10A01A40,
2921157424864922,Mapillary Photo 2921157424864922,https://scontent.flis8-1.fna.fbcdn.net/m1/v/t6/An_wjFymFQ_DH6amQVVr62VXVbVUnpItbRLgPJdRkyiw03fkxofPMfTZ4H09CaHE_SiT5iUlw-CbOFsVvdetWgqfBomaAGnkY2yrzOwylKJP0Lz5DErB0ZvKj69sYbMBTlcBUHhvLSSfEEEHBCEeGw?ccb=10-5&oh=00_AYBd-jVm_zrJFm726HvZ1OwicA7HzQKW_KDuEiLf9NVjfQ&oe=67CB3CD9&_nc_sid=201bca,API,[],2025-02-05 22:00:10.964420,88,6.6392336537034,-1.6221433859714,103903791851463,0101000020E6100000C8B7829F4CF4F9BF80A25444938E1A40,
2068150193328240,Mapillary Photo 2068150193328240,https://scontent.flis8-1.fna.fbcdn.net/m1/v/t6/An80DEgvxj-VxXFLLkaMRykjZYjf14U1QgBZUt6Bys9jB1FquPCCCN7IA1J8n6sPtpd665EwriaVGzpkEicun15bELlI02f4-W36Q7M-yDcfq8ynUffFistg7CBAFIvh0seL3FW7XsXwVdCLZLO4aWs?ccb=10-5&oh=00_AYCHkjJrNPbVWo2C_5fBvYtWirKYfluXL3P76n10H42qdA&oe=67CB568D&_nc_sid=201bca,API,[],2025-02-05 22:00:10.965122,89,6.6728100982247,-1.6359985450465,103903791851463,0101000020E6100000EB7374CF0C2DFABFAE2C6121F5B01A40,
1601934846684538,Mapillary Photo 1601934846684538,https://scontent.flis8-1.fna.fbcdn.net/m1/v/t6/An82VsacN_UOestfc4ITnfpK6sqMOIgCFB3CAmWvxZlQ7vk_QwYZfgex7UA1ybFWMuDpY4AxiDIDgzNQiJfPdp4Z2-YQ49_P9ZOt8vP4MeJlZv8hAQQ-Jq-oju2EoHP9yOIAnjP0mW5txsdjVtNyBg?ccb=10-5&oh=00_AYCyeWdyOyNowfJyykdVXS3kwh3wSbj9gXNZtC5rt-OTJg&oe=67CB4801&_nc_sid=201bca,API,[],2025-02-05 21:58:59.798391,62,46.245548515479,-63.134665768501,102442801995722,0101000020E61000001FCD57BA3C914FC026C83D226E1F4740,
894523564781291,Mapillary Photo 894523564781291,https://scontent.flis8-1.fna.fbcdn.net/m1/v/t6/An_pfFEBXDSHb36s_Z_0J55E6aptzud5rN35QlsRIj4mk0hPEGjKKfVwTvT9gl1AgU3MhV23YHrybYefaxAMMlDZi71T3QnEuP5a_IoS447PrZZepeHqDTAfw6rH8cXHdI1vVmMU_Wvip7xQaWIrXA?ccb=10-5&oh=00_AYDR30LwY5v4GYz417XbL2uafb2FxlmttfeDlnD_hvTs7Q&oe=67CB5E7E&_nc_sid=201bca,API,[],2025-02-05 21:58:59.801578,63,46.238644472888,-63.119718017461,110578714507187,0101000020E610000054DE84EB528F4FC06A36EFE68B1E4740,
3980439398709261,Mapillary Photo 3980439398709261,https://scontent.flis8-1.fna.fbcdn.net/m1/v/t6/An8VNYcjGYm1AqeiWKlW9Ag-TNGVQakGGtiu9KEnzHvZl4gxIUw-DCNGausyuRo_o_mwW44A4KjzeTUJr7dHzfcRmfCY8kGfIJtC7_r2EuFZ594WcBbWRVheecT8p7jI7IcPoKYaaopfX28uO2vfSw?ccb=10-5&oh=00_AYBz-Q7kWT3sgGmTaaFhDGcY4cL5UiIfwku943-u81LLpA&oe=67CB367C&_nc_sid=201bca,API,[],2025-02-05 21:58:59.802801,64,46.243161429193,-63.119043157111,110578714507187,0101000020E61000005B4D61CE3C8F4FC02B04E9E91F1F4740,
